,state,State Name,disease,Number of Rubella Cases,"Rubella Incidence Per 100,000 People",year,number_week
446,MT,MONTANA,RUBELLA,14,1.98,1966,14
447,ND,NORTH DAKOTA,RUBELLA,1,0.15,1966,14
448,NE,NEBRASKA,RUBELLA,3,0.21,1966,14
449,NH,NEW HAMPSHIRE,RUBELLA,2,0.29,1966,14
450,NY,NEW YORK,RUBELLA,126,0.71,1966,14
451,OH,OHIO,RUBELLA,40,0.39,1966,14
452,OR,OREGON,RUBELLA,48,2.44,1966,14
453,PA,PENNSYLVANIA,RUBELLA,2,0.02,1966,14
454,RI,RHODE ISLAND,RUBELLA,44,4.89,1966,14
455,SC,SOUTH CAROLINA,RUBELLA,14,0.56,1966,14
456,TN,TENNESSEE,RUBELLA,65,1.7,1966,14
457,TX,TEXAS,RUBELLA,7,0.07,1966,14
458,UT,UTAH,RUBELLA,1,0.1,1966,14
459,VA,VIRGINIA,RUBELLA,15,0.34,1966,14
460,VT,VERMONT,RUBELLA,3,0.73,1966,14
461,WA,WASHINGTON,RUBELLA,77,2.52,1966,14
462,WI,WISCONSIN,RUBELLA,339,7.93,1966,14
463,WV,WEST VIRGINIA,RUBELLA,23,1.3,1966,14
464,AK,ALASKA,RUBELLA,4,1.48,1966,15
465,AL,ALABAMA,RUBELLA,7,0.2,1966,15
466,AZ,ARIZONA,RUBELLA,130,8.05,1966,15
467,CA,CALIFORNIA,RUBELLA,119,0.63,1966,15
468,CO,COLORADO,RUBELLA,40,1.99,1966,15
469,CT,CONNECTICUT,RUBELLA,102,3.51,1966,15
470,FL,FLORIDA,RUBELLA,65,1.06,1966,15
471,HI,HAWAII,RUBELLA,3,0.42,1966,15
472,IA,IOWA,RUBELLA,73,2.64,1966,15
473,ID,IDAHO,RUBELLA,2,0.29,1966,15
474,IL,ILLINOIS,RUBELLA,96,0.89,1966,15
475,IN,INDIANA,RUBELLA,155,3.1,1966,15
476,KY,KENTUCKY,RUBELLA,21,0.67,1966,15
477,MA,MASSACHUSETTS,RUBELLA,81,1.46,1966,15
478,MD,MARYLAND,RUBELLA,12,0.32,1966,15
479,MI,MICHIGAN,RUBELLA,146,1.72,1966,15
480,MO,MISSOURI,RUBELLA,1,0.02,1966,15
481,MT,MONTANA,RUBELLA,6,0.85,1966,15
482,ND,NORTH DAKOTA,RUBELLA,7,1.08,1966,15
483,NH,NEW HAMPSHIRE,RUBELLA,4,0.59,1966,15
484,NY,NEW YORK,RUBELLA,122,0.68,1966,15
485,OH,OHIO,RUBELLA,147,1.42,1966,15
486,OR,OREGON,RUBELLA,31,1.57,1966,15
487,PA,PENNSYLVANIA,RUBELLA,14,0.12,1966,15
488,RI,RHODE ISLAND,RUBELLA,21,2.34,1966,15
489,SC,SOUTH CAROLINA,RUBELLA,11,0.44,1966,15
490,TN,TENNESSEE,RUBELLA,109,2.85,1966,15
491,TX,TEXAS,RUBELLA,12,0.11,1966,15
492,VA,VIRGINIA,RUBELLA,21,0.47,1966,15
493,VT,VERMONT,RUBELLA,3,0.73,1966,15
494,WA,WASHINGTON,RUBELLA,140,4.58,1966,15
495,WI,WISCONSIN,RUBELLA,164,3.84,1966,15
496,WV,WEST VIRGINIA,RUBELLA,16,0.9,1966,15
497,AK,ALASKA,RUBELLA,12,4.43,1966,16
498,AL,ALABAMA,RUBELLA,6,0.17,1966,16
499,AZ,ARIZONA,RUBELLA,91,5.64,1966,16
500,CA,CALIFORNIA,RUBELLA,141,0.75,1966,16
501,CO,COLORADO,RUBELLA,17,0.85,1966,16
502,CT,CONNECTICUT,RUBELLA,115,3.96,1966,16
503,FL,FLORIDA,RUBELLA,88,1.44,1966,16
504,HI,HAWAII,RUBELLA,6,0.85,1966,16
505,IA,IOWA,RUBELLA,113,4.09,1966,16
506,ID,IDAHO,RUBELLA,3,0.44,1966,16
507,IL,ILLINOIS,RUBELLA,79,0.73,1966,16
508,IN,INDIANA,RUBELLA,166,3.32,1966,16
509,KY,KENTUCKY,RUBELLA,230,7.31,1966,16
510,MA,MASSACHUSETTS,RUBELLA,123,2.22,1966,16
511,MD,MARYLAND,RUBELLA,7,0.19,1966,16
512,ME,MAINE,RUBELLA,5,0.5,1966,16
513,MI,MICHIGAN,RUBELLA,94,1.1,1966,16
514,MN,MINNESOTA,RUBELLA,12,0.33,1966,16
515,MT,MONTANA,RUBELLA,11,1.56,1966,16
516,ND,NORTH DAKOTA,RUBELLA,1,0.15,1966,16
517,NH,NEW HAMPSHIRE,RUBELLA,2,0.29,1966,16
518,NY,NEW YORK,RUBELLA,85,0.48,1966,16
519,OH,OHIO,RUBELLA,33,0.32,1966,16
520,OR,OREGON,RUBELLA,20,1.02,1966,16
521,PA,PENNSYLVANIA,RUBELLA,2,0.02,1966,16
522,RI,RHODE ISLAND,RUBELLA,7,0.78,1966,16
523,SC,SOUTH CAROLINA,RUBELLA,5,0.2,1966,16
524,TN,TENNESSEE,RUBELLA,120,3.14,1966,16
525,TX,TEXAS,RUBELLA,15,0.14,1966,16
526,UT,UTAH,RUBELLA,4,0.4,1966,16
527,VA,VIRGINIA,RUBELLA,23,0.52,1966,16
528,VT,VERMONT,RUBELLA,5,1.21,1966,16
529,WA,WASHINGTON,RUBELLA,85,2.78,1966,16
530,WV,WEST VIRGINIA,RUBELLA,16,0.9,1966,16
531,WY,WYOMING,RUBELLA,50,15.48,1966,16
532,AK,ALASKA,RUBELLA,2,0.74,1966,17
533,AL,ALABAMA,RUBELLA,1,0.03,1966,17
534,AZ,ARIZONA,RUBELLA,75,4.65,1966,17
535,CA,CALIFORNIA,RUBELLA,166,0.88,1966,17
536,CO,COLORADO,RUBELLA,38,1.89,1966,17
537,CT,CONNECTICUT,RUBELLA,61,2.1,1966,17
538,DC,DISTRICT OF COLUMBIA,RUBELLA,1,0.13,1966,17
539,FL,FLORIDA,RUBELLA,57,0.93,1966,17
540,HI,HAWAII,RUBELLA,7,0.99,1966,17
541,IA,IOWA,RUBELLA,111,4.02,1966,17
542,IL,ILLINOIS,RUBELLA,82,0.76,1966,17
543,IN,INDIANA,RUBELLA,152,3.04,1966,17
544,KY,KENTUCKY,RUBELLA,48,1.53,1966,17
545,MA,MASSACHUSETTS,RUBELLA,73,1.32,1966,17
546,MD,MARYLAND,RUBELLA,20,0.54,1966,17
547,ME,MAINE,RUBELLA,24,2.4,1966,17
548,MI,MICHIGAN,RUBELLA,100,1.17,1966,17
549,MN,MINNESOTA,RUBELLA,1,0.03,1966,17
550,MO,MISSOURI,RUBELLA,1,0.02,1966,17
551,MT,MONTANA,RUBELLA,7,0.99,1966,17
552,ND,NORTH DAKOTA,RUBELLA,3,0.46,1966,17
553,NY,NEW YORK,RUBELLA,73,0.41,1966,17
554,OH,OHIO,RUBELLA,192,1.86,1966,17
555,OR,OREGON,RUBELLA,30,1.52,1966,17
556,PA,PENNSYLVANIA,RUBELLA,1,0.01,1966,17
557,RI,RHODE ISLAND,RUBELLA,10,1.11,1966,17
558,SC,SOUTH CAROLINA,RUBELLA,19,0.75,1966,17
559,TN,TENNESSEE,RUBELLA,146,3.82,1966,17
560,TX,TEXAS,RUBELLA,6,0.06,1966,17
561,UT,UTAH,RUBELLA,1,0.1,1966,17
562,VA,VIRGINIA,RUBELLA,55,1.23,1966,17
563,WA,WASHINGTON,RUBELLA,126,4.12,1966,17
564,WI,WISCONSIN,RUBELLA,183,4.28,1966,17
565,WV,WEST VIRGINIA,RUBELLA,79,4.45,1966,17
566,WY,WYOMING,RUBELLA,50,15.48,1966,17
567,AK,ALASKA,RUBELLA,10,3.69,1966,18
568,AL,ALABAMA,RUBELLA,6,0.17,1966,18
569,AR,ARKANSAS,RUBELLA,1,0.05,1966,18
570,AZ,ARIZONA,RUBELLA,147,9.11,1966,18
571,CA,CALIFORNIA,RUBELLA,80,0.42,1966,18
572,CO,COLORADO,RUBELLA,34,1.69,1966,18
573,CT,CONNECTICUT,RUBELLA,43,1.48,1966,18
574,DC,DISTRICT OF COLUMBIA,RUBELLA,1,0.13,1966,18
575,DE,DELAWARE,RUBELLA,2,0.39,1966,18
576,FL,FLORIDA,RUBELLA,104,1.7,1966,18
577,HI,HAWAII,RUBELLA,5,0.7,1966,18
578,IA,IOWA,RUBELLA,234,8.47,1966,18
579,IL,ILLINOIS,RUBELLA,77,0.71,1966,18
580,IN,INDIANA,RUBELLA,89,1.78,1966,18
581,KY,KENTUCKY,RUBELLA,52,1.65,1966,18
582,MA,MASSACHUSETTS,RUBELLA,104,1.88,1966,18
583,MD,MARYLAND,RUBELLA,4,0.11,1966,18
584,ME,MAINE,RUBELLA,7,0.7,1966,18
585,MI,MICHIGAN,RUBELLA,82,0.96,1966,18
586,MO,MISSOURI,RUBELLA,1,0.02,1966,18
587,MT,MONTANA,RUBELLA,10,1.41,1966,18
588,ND,NORTH DAKOTA,RUBELLA,3,0.46,1966,18
589,NH,NEW HAMPSHIRE,RUBELLA,3,0.44,1966,18
590,NY,NEW YORK,RUBELLA,91,0.51,1966,18
591,OH,OHIO,RUBELLA,23,0.22,1966,18
592,OR,OREGON,RUBELLA,49,2.49,1966,18
593,PA,PENNSYLVANIA,RUBELLA,4,0.03,1966,18
594,RI,RHODE ISLAND,RUBELLA,6,0.67,1966,18
595,SC,SOUTH CAROLINA,RUBELLA,6,0.24,1966,18
596,TN,TENNESSEE,RUBELLA,172,4.5,1966,18
597,TX,TEXAS,RUBELLA,3,0.03,1966,18
598,UT,UTAH,RUBELLA,2,0.2,1966,18
599,VA,VIRGINIA,RUBELLA,43,0.96,1966,18
600,VT,VERMONT,RUBELLA,1,0.24,1966,18
601,WA,WASHINGTON,RUBELLA,83,2.72,1966,18
602,WI,WISCONSIN,RUBELLA,182,4.26,1966,18
603,WV,WEST VIRGINIA,RUBELLA,16,0.9,1966,18
604,AK,ALASKA,RUBELLA,1,0.37,1966,19
605,AL,ALABAMA,RUBELLA,16,0.46,1966,19
606,AZ,ARIZONA,RUBELLA,79,4.89,1966,19
607,CA,CALIFORNIA,RUBELLA,107,0.57,1966,19
608,CO,COLORADO,RUBELLA,37,1.84,1966,19
609,CT,CONNECTICUT,RUBELLA,135,4.65,1966,19
610,DC,DISTRICT OF COLUMBIA,RUBELLA,1,0.13,1966,19
611,DE,DELAWARE,RUBELLA,9,1.74,1966,19
612,FL,FLORIDA,RUBELLA,104,1.7,1966,19
613,HI,HAWAII,RUBELLA,2,0.28,1966,19
614,IA,IOWA,RUBELLA,133,4.82,1966,19
615,ID,IDAHO,RUBELLA,2,0.29,1966,19
616,IL,ILLINOIS,RUBELLA,197,1.82,1966,19
617,IN,INDIANA,RUBELLA,61,1.22,1966,19
618,MA,MASSACHUSETTS,RUBELLA,96,1.73,1966,19
619,MD,MARYLAND,RUBELLA,23,0.62,1966,19
620,ME,MAINE,RUBELLA,12,1.2,1966,19
621,MI,MICHIGAN,RUBELLA,135,1.59,1966,19
622,MO,MISSOURI,RUBELLA,1,0.02,1966,19
623,ND,NORTH DAKOTA,RUBELLA,7,1.08,1966,19
624,NY,NEW YORK,RUBELLA,78,0.44,1966,19
625,OH,OHIO,RUBELLA,50,0.48,1966,19
626,OR,OREGON,RUBELLA,35,1.78,1966,19
627,PA,PENNSYLVANIA,RUBELLA,7,0.06,1966,19
628,RI,RHODE ISLAND,RUBELLA,20,2.22,1966,19
629,SC,SOUTH CAROLINA,RUBELLA,15,0.6,1966,19
630,TN,TENNESSEE,RUBELLA,165,4.32,1966,19
631,TX,TEXAS,RUBELLA,7,0.07,1966,19
632,UT,UTAH,RUBELLA,7,0.69,1966,19
633,VA,VIRGINIA,RUBELLA,92,2.06,1966,19
634,VT,VERMONT,RUBELLA,1,0.24,1966,19
635,WA,WASHINGTON,RUBELLA,81,2.65,1966,19
636,WV,WEST VIRGINIA,RUBELLA,22,1.24,1966,19
637,WY,WYOMING,RUBELLA,2,0.62,1966,19
638,AK,ALASKA,RUBELLA,2,0.74,1966,20
639,AL,ALABAMA,RUBELLA,6,0.17,1966,20
640,AZ,ARIZONA,RUBELLA,105,6.51,1966,20
641,CA,CALIFORNIA,RUBELLA,126,0.67,1966,20
642,CO,COLORADO,RUBELLA,34,1.69,1966,20
643,CT,CONNECTICUT,RUBELLA,85,2.93,1966,20
644,FL,FLORIDA,RUBELLA,66,1.08,1966,20
645,HI,HAWAII,RUBELLA,7,0.99,1966,20
646,IA,IOWA,RUBELLA,116,4.2,1966,20
647,ID,IDAHO,RUBELLA,1,0.15,1966,20
648,IL,ILLINOIS,RUBELLA,135,1.25,1966,20
649,IN,INDIANA,RUBELLA,117,2.34,1966,20
650,KY,KENTUCKY,RUBELLA,19,0.6,1966,20
651,MA,MASSACHUSETTS,RUBELLA,101,1.82,1966,20
652,MD,MARYLAND,RUBELLA,18,0.49,1966,20
653,ME,MAINE,RUBELLA,16,1.6,1966,20
654,MI,MICHIGAN,RUBELLA,129,1.52,1966,20
655,MN,MINNESOTA,RUBELLA,8,0.22,1966,20
656,MO,MISSOURI,RUBELLA,4,0.09,1966,20
657,MT,MONTANA,RUBELLA,12,1.7,1966,20
658,ND,NORTH DAKOTA,RUBELLA,9,1.39,1966,20
659,NH,NEW HAMPSHIRE,RUBELLA,7,1.03,1966,20
660,NY,NEW YORK,RUBELLA,99,0.55,1966,20
661,OH,OHIO,RUBELLA,30,0.29,1966,20
662,OR,OREGON,RUBELLA,38,1.93,1966,20
663,PA,PENNSYLVANIA,RUBELLA,2,0.02,1966,20
664,RI,RHODE ISLAND,RUBELLA,14,1.56,1966,20
665,SC,SOUTH CAROLINA,RUBELLA,5,0.2,1966,20
666,TN,TENNESSEE,RUBELLA,183,4.79,1966,20
667,TX,TEXAS,RUBELLA,13,0.12,1966,20
668,UT,UTAH,RUBELLA,4,0.4,1966,20
669,VA,VIRGINIA,RUBELLA,39,0.88,1966,20
670,VT,VERMONT,RUBELLA,6,1.45,1966,20
671,WA,WASHINGTON,RUBELLA,56,1.83,1966,20
672,WI,WISCONSIN,RUBELLA,166,3.88,1966,20
673,WV,WEST VIRGINIA,RUBELLA,42,2.37,1966,20
674,WY,WYOMING,RUBELLA,125,38.7,1966,20
675,AK,ALASKA,RUBELLA,1,0.37,1966,21
676,AL,ALABAMA,RUBELLA,2,0.06,1966,21
677,AZ,ARIZONA,RUBELLA,50,3.1,1966,21
678,CA,CALIFORNIA,RUBELLA,111,0.59,1966,21
679,CO,COLORADO,RUBELLA,15,0.75,1966,21
680,CT,CONNECTICUT,RUBELLA,99,3.41,1966,21
681,DE,DELAWARE,RUBELLA,4,0.78,1966,21
682,FL,FLORIDA,RUBELLA,38,0.62,1966,21
683,IA,IOWA,RUBELLA,66,2.39,1966,21
684,ID,IDAHO,RUBELLA,6,0.87,1966,21
685,IL,ILLINOIS,RUBELLA,102,0.94,1966,21
686,IN,INDIANA,RUBELLA,170,3.4,1966,21
687,KY,KENTUCKY,RUBELLA,195,6.2,1966,21
688,MA,MASSACHUSETTS,RUBELLA,150,2.71,1966,21
689,MD,MARYLAND,RUBELLA,26,0.7,1966,21
690,ME,MAINE,RUBELLA,6,0.6,1966,21
691,MI,MICHIGAN,RUBELLA,238,2.8,1966,21
692,MO,MISSOURI,RUBELLA,4,0.09,1966,21
693,MT,MONTANA,RUBELLA,1,0.14,1966,21
694,ND,NORTH DAKOTA,RUBELLA,5,0.77,1966,21
695,NH,NEW HAMPSHIRE,RUBELLA,2,0.29,1966,21
696,NY,NEW YORK,RUBELLA,96,0.54,1966,21
697,OH,OHIO,RUBELLA,67,0.65,1966,21
698,OR,OREGON,RUBELLA,17,0.86,1966,21
699,PA,PENNSYLVANIA,RUBELLA,10,0.09,1966,21
700,RI,RHODE ISLAND,RUBELLA,3,0.33,1966,21
701,SC,SOUTH CAROLINA,RUBELLA,7,0.28,1966,21
702,TN,TENNESSEE,RUBELLA,134,3.51,1966,21
703,TX,TEXAS,RUBELLA,12,0.11,1966,21
704,UT,UTAH,RUBELLA,3,0.3,1966,21
705,VA,VIRGINIA,RUBELLA,58,1.3,1966,21
706,VT,VERMONT,RUBELLA,3,0.73,1966,21
707,WA,WASHINGTON,RUBELLA,112,3.66,1966,21
708,WI,WISCONSIN,RUBELLA,192,4.49,1966,21
709,WV,WEST VIRGINIA,RUBELLA,48,2.7,1966,21
710,WY,WYOMING,RUBELLA,1,0.31,1966,21
711,AL,ALABAMA,RUBELLA,1,0.03,1966,22
712,AZ,ARIZONA,RUBELLA,62,3.84,1966,22
713,CA,CALIFORNIA,RUBELLA,109,0.58,1966,22
714,CO,COLORADO,RUBELLA,26,1.3,1966,22
715,CT,CONNECTICUT,RUBELLA,85,2.93,1966,22
716,FL,FLORIDA,RUBELLA,109,1.79,1966,22
717,HI,HAWAII,RUBELLA,2,0.28,1966,22
718,IA,IOWA,RUBELLA,32,1.16,1966,22
719,ID,IDAHO,RUBELLA,1,0.15,1966,22
720,IL,ILLINOIS,RUBELLA,156,1.44,1966,22
721,IN,INDIANA,RUBELLA,83,1.66,1966,22
722,KY,KENTUCKY,RUBELLA,52,1.65,1966,22
723,MA,MASSACHUSETTS,RUBELLA,108,1.95,1966,22
724,MD,MARYLAND,RUBELLA,11,0.3,1966,22
725,ME,MAINE,RUBELLA,19,1.9,1966,22
726,MI,MICHIGAN,RUBELLA,50,0.59,1966,22
727,MN,MINNESOTA,RUBELLA,6,0.17,1966,22
728,MT,MONTANA,RUBELLA,10,1.41,1966,22
729,ND,NORTH DAKOTA,RUBELLA,2,0.31,1966,22
730,NY,NEW YORK,RUBELLA,93,0.52,1966,22
731,OH,OHIO,RUBELLA,24,0.23,1966,22
732,OR,OREGON,RUBELLA,15,0.76,1966,22
733,PA,PENNSYLVANIA,RUBELLA,3,0.03,1966,22
734,RI,RHODE ISLAND,RUBELLA,15,1.67,1966,22
735,SC,SOUTH CAROLINA,RUBELLA,4,0.16,1966,22
736,TN,TENNESSEE,RUBELLA,93,2.43,1966,22
737,TX,TEXAS,RUBELLA,8,0.08,1966,22
738,UT,UTAH,RUBELLA,2,0.2,1966,22
739,VA,VIRGINIA,RUBELLA,54,1.21,1966,22
740,VT,VERMONT,RUBELLA,11,2.66,1966,22
741,WA,WASHINGTON,RUBELLA,146,4.78,1966,22
742,WI,WISCONSIN,RUBELLA,196,4.59,1966,22
743,WV,WEST VIRGINIA,RUBELLA,37,2.08,1966,22
744,WY,WYOMING,RUBELLA,3,0.93,1966,22
745,AK,ALASKA,RUBELLA,2,0.74,1966,23
746,AL,ALABAMA,RUBELLA,3,0.09,1966,23
747,AR,ARKANSAS,RUBELLA,1,0.05,1966,23
748,AZ,ARIZONA,RUBELLA,87,5.39,1966,23
749,CA,CALIFORNIA,RUBELLA,59,0.31,1966,23
750,CO,COLORADO,RUBELLA,53,2.64,1966,23
751,CT,CONNECTICUT,RUBELLA,59,2.03,1966,23
752,DE,DELAWARE,RUBELLA,2,0.39,1966,23
753,FL,FLORIDA,RUBELLA,70,1.15,1966,23
754,IA,IOWA,RUBELLA,87,3.15,1966,23
755,IL,ILLINOIS,RUBELLA,106,0.98,1966,23
756,IN,INDIANA,RUBELLA,78,1.56,1966,23
757,KY,KENTUCKY,RUBELLA,110,3.5,1966,23
758,MA,MASSACHUSETTS,RUBELLA,122,2.2,1966,23
759,MD,MARYLAND,RUBELLA,5,0.14,1966,23
760,ME,MAINE,RUBELLA,6,0.6,1966,23
761,MI,MICHIGAN,RUBELLA,151,1.77,1966,23
762,MN,MINNESOTA,RUBELLA,5,0.14,1966,23
763,MO,MISSOURI,RUBELLA,5,0.11,1966,23
764,MT,MONTANA,RUBELLA,5,0.71,1966,23
765,ND,NORTH DAKOTA,RUBELLA,3,0.46,1966,23
766,NY,NEW YORK,RUBELLA,64,0.36,1966,23
767,OH,OHIO,RUBELLA,21,0.2,1966,23
768,OR,OREGON,RUBELLA,24,1.22,1966,23
769,PA,PENNSYLVANIA,RUBELLA,7,0.06,1966,23
770,RI,RHODE ISLAND,RUBELLA,9,1.0,1966,23
771,SC,SOUTH CAROLINA,RUBELLA,2,0.08,1966,23
772,TN,TENNESSEE,RUBELLA,99,2.59,1966,23
773,UT,UTAH,RUBELLA,1,0.1,1966,23
774,VA,VIRGINIA,RUBELLA,16,0.36,1966,23
775,VT,VERMONT,RUBELLA,17,4.12,1966,23
776,WA,WASHINGTON,RUBELLA,93,3.04,1966,23
777,WI,WISCONSIN,RUBELLA,235,5.5,1966,23
778,WV,WEST VIRGINIA,RUBELLA,45,2.54,1966,23
779,WY,WYOMING,RUBELLA,1,0.31,1966,23
780,AL,ALABAMA,RUBELLA,3,0.09,1966,24
781,AZ,ARIZONA,RUBELLA,62,3.84,1966,24
782,CA,CALIFORNIA,RUBELLA,51,0.27,1966,24
783,CO,COLORADO,RUBELLA,35,1.74,1966,24
784,CT,CONNECTICUT,RUBELLA,67,2.31,1966,24
785,FL,FLORIDA,RUBELLA,31,0.51,1966,24
786,HI,HAWAII,RUBELLA,6,0.85,1966,24
787,IA,IOWA,RUBELLA,102,3.69,1966,24
788,ID,IDAHO,RUBELLA,3,0.44,1966,24
789,IL,ILLINOIS,RUBELLA,253,2.33,1966,24
790,IN,INDIANA,RUBELLA,53,1.06,1966,24
791,KY,KENTUCKY,RUBELLA,16,0.51,1966,24
792,MA,MASSACHUSETTS,RUBELLA,90,1.63,1966,24
793,MD,MARYLAND,RUBELLA,14,0.38,1966,24
794,ME,MAINE,RUBELLA,7,0.7,1966,24
795,MI,MICHIGAN,RUBELLA,142,1.67,1966,24
796,MN,MINNESOTA,RUBELLA,6,0.17,1966,24
797,MO,MISSOURI,RUBELLA,7,0.15,1966,24
798,MT,MONTANA,RUBELLA,5,0.71,1966,24
799,ND,NORTH DAKOTA,RUBELLA,4,0.62,1966,24
800,NH,NEW HAMPSHIRE,RUBELLA,1,0.15,1966,24
801,NY,NEW YORK,RUBELLA,38,0.21,1966,24
802,OH,OHIO,RUBELLA,30,0.29,1966,24
803,OR,OREGON,RUBELLA,36,1.83,1966,24
804,PA,PENNSYLVANIA,RUBELLA,1,0.01,1966,24
805,RI,RHODE ISLAND,RUBELLA,1,0.11,1966,24
806,SC,SOUTH CAROLINA,RUBELLA,5,0.2,1966,24
807,TN,TENNESSEE,RUBELLA,76,1.99,1966,24
808,TX,TEXAS,RUBELLA,2,0.02,1966,24
809,UT,UTAH,RUBELLA,1,0.1,1966,24
810,VA,VIRGINIA,RUBELLA,23,0.52,1966,24
811,WA,WASHINGTON,RUBELLA,32,1.05,1966,24
812,WI,WISCONSIN,RUBELLA,134,3.14,1966,24
813,WV,WEST VIRGINIA,RUBELLA,13,0.73,1966,24
814,AK,ALASKA,RUBELLA,2,0.74,1966,25
815,AL,ALABAMA,RUBELLA,1,0.03,1966,25
816,AZ,ARIZONA,RUBELLA,16,0.99,1966,25
817,CA,CALIFORNIA,RUBELLA,34,0.18,1966,25
818,CO,COLORADO,RUBELLA,10,0.5,1966,25
819,CT,CONNECTICUT,RUBELLA,66,2.27,1966,25
820,DC,DISTRICT OF COLUMBIA,RUBELLA,1,0.13,1966,25
821,FL,FLORIDA,RUBELLA,22,0.36,1966,25
822,HI,HAWAII,RUBELLA,7,0.99,1966,25
823,IA,IOWA,RUBELLA,10,0.36,1966,25
824,IL,ILLINOIS,RUBELLA,21,0.19,1966,25
825,IN,INDIANA,RUBELLA,18,0.36,1966,25
826,KY,KENTUCKY,RUBELLA,81,2.57,1966,25
827,MA,MASSACHUSETTS,RUBELLA,81,1.46,1966,25
828,MD,MARYLAND,RUBELLA,5,0.14,1966,25
829,ME,MAINE,RUBELLA,6,0.6,1966,25
830,MI,MICHIGAN,RUBELLA,44,0.52,1966,25
831,MT,MONTANA,RUBELLA,5,0.71,1966,25
832,NE,NEBRASKA,RUBELLA,1,0.07,1966,25
833,NY,NEW YORK,RUBELLA,73,0.41,1966,25
834,OH,OHIO,RUBELLA,12,0.12,1966,25
835,OR,OREGON,RUBELLA,21,1.07,1966,25
836,PA,PENNSYLVANIA,RUBELLA,2,0.02,1966,25
837,RI,RHODE ISLAND,RUBELLA,4,0.44,1966,25
838,TN,TENNESSEE,RUBELLA,67,1.75,1966,25
839,UT,UTAH,RUBELLA,2,0.2,1966,25
840,VA,VIRGINIA,RUBELLA,15,0.34,1966,25
841,VT,VERMONT,RUBELLA,2,0.48,1966,25
842,WA,WASHINGTON,RUBELLA,19,0.62,1966,25
843,WI,WISCONSIN,RUBELLA,82,1.92,1966,25
844,WV,WEST VIRGINIA,RUBELLA,45,2.54,1966,25
845,AK,ALASKA,RUBELLA,1,0.37,1966,26
846,AL,ALABAMA,RUBELLA,3,0.09,1966,26
847,AR,ARKANSAS,RUBELLA,1,0.05,1966,26
848,AZ,ARIZONA,RUBELLA,36,2.23,1966,26
849,CA,CALIFORNIA,RUBELLA,5,0.03,1966,26
850,CO,COLORADO,RUBELLA,15,0.75,1966,26
851,CT,CONNECTICUT,RUBELLA,18,0.62,1966,26
852,DC,DISTRICT OF COLUMBIA,RUBELLA,1,0.13,1966,26
853,DE,DELAWARE,RUBELLA,1,0.19,1966,26
854,FL,FLORIDA,RUBELLA,35,0.57,1966,26
855,IA,IOWA,RUBELLA,1,0.04,1966,26
856,IL,ILLINOIS,RUBELLA,24,0.22,1966,26
857,IN,INDIANA,RUBELLA,39,0.78,1966,26
858,KY,KENTUCKY,RUBELLA,11,0.35,1966,26
859,MA,MASSACHUSETTS,RUBELLA,29,0.52,1966,26
860,MD,MARYLAND,RUBELLA,9,0.24,1966,26
861,ME,MAINE,RUBELLA,3,0.3,1966,26
862,MI,MICHIGAN,RUBELLA,74,0.87,1966,26
863,MO,MISSOURI,RUBELLA,2,0.04,1966,26
864,ND,NORTH DAKOTA,RUBELLA,2,0.31,1966,26
865,NH,NEW HAMPSHIRE,RUBELLA,9,1.32,1966,26
866,NY,NEW YORK,RUBELLA,73,0.41,1966,26
867,OH,OHIO,RUBELLA,13,0.13,1966,26
868,OR,OREGON,RUBELLA,6,0.3,1966,26
869,SD,SOUTH DAKOTA,RUBELLA,1,0.15,1966,26
870,TN,TENNESSEE,RUBELLA,38,0.99,1966,26
871,TX,TEXAS,RUBELLA,2,0.02,1966,26
872,VA,VIRGINIA,RUBELLA,23,0.52,1966,26
873,VT,VERMONT,RUBELLA,5,1.21,1966,26
874,WA,WASHINGTON,RUBELLA,10,0.33,1966,26
875,WI,WISCONSIN,RUBELLA,71,1.66,1966,26
876,WV,WEST VIRGINIA,RUBELLA,38,2.14,1966,26
877,AK,ALASKA,RUBELLA,2,0.74,1966,27
878,AL,ALABAMA,RUBELLA,4,0.12,1966,27
879,AZ,ARIZONA,RUBELLA,17,1.05,1966,27
880,CA,CALIFORNIA,RUBELLA,7,0.04,1966,27
881,CO,COLORADO,RUBELLA,19,0.95,1966,27
882,CT,CONNECTICUT,RUBELLA,39,1.34,1966,27
883,DE,DELAWARE,RUBELLA,1,0.19,1966,27
884,FL,FLORIDA,RUBELLA,30,0.49,1966,27
885,HI,HAWAII,RUBELLA,6,0.85,1966,27
886,IA,IOWA,RUBELLA,5,0.18,1966,27
887,IL,ILLINOIS,RUBELLA,54,0.5,1966,27
888,IN,INDIANA,RUBELLA,22,0.44,1966,27
889,KY,KENTUCKY,RUBELLA,11,0.35,1966,27
890,MA,MASSACHUSETTS,RUBELLA,24,0.43,1966,27
891,MD,MARYLAND,RUBELLA,7,0.19,1966,27
892,ME,MAINE,RUBELLA,5,0.5,1966,27
893,MI,MICHIGAN,RUBELLA,55,0.65,1966,27
894,MO,MISSOURI,RUBELLA,1,0.02,1966,27
895,MT,MONTANA,RUBELLA,1,0.14,1966,27
896,ND,NORTH DAKOTA,RUBELLA,1,0.15,1966,27
897,NH,NEW HAMPSHIRE,RUBELLA,2,0.29,1966,27
898,NY,NEW YORK,RUBELLA,28,0.16,1966,27
